,index,PRES,TMPK,DWPK,RELH,UWND,VWND,HGHT,TIME,LAT,LON,lat,lon,time,deltat,plev,u,v,error_era5,u_error,v_error,error_mag
35,35,550.0,272.25,262.25,46.65,-10.0,0.48,5124.18,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,555.2000122070312,-1.2873358,-0.32255578,6.1385484,-8.712664246559143,0.8025557804107666,8.749549362906683
36,36,545.0,271.65,265.65,63.63,-10.14,0.27,5197.15,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,535.2000122070312,-1.5258895,1.3111892,6.5308657,-8.61411048412323,-1.0411891746520996,8.676806689681088
37,37,540.0,271.25,265.25,63.54,-10.27,0.05,5270.67,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,535.2000122070312,-1.5258895,1.3111892,6.5308657,-8.74411048412323,-1.2611891746520996,8.83459485731029
38,38,535.0,270.45,266.95,76.83,-10.4,-0.17,5344.73,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,535.2000122070312,-1.5258895,1.3111892,6.5308657,-8.87411048412323,-1.4811891746520995,8.996874916076827
39,39,518.0,269.45,264.45,68.24,-10.8,-1.0,5600.95,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,515.7000122070312,-2.3300478,1.8114307,6.8178787,-8.469952154159547,-2.8114306926727295,8.924361715744952
40,40,509.0,268.25,264.85,77.05,-10.99,-1.47,5739.43,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,515.7000122070312,-2.3300478,1.8114307,6.8178787,-8.659952154159546,-3.2814306926727292,9.260807670130461
41,41,504.0,268.25,263.25,67.98,-11.08,-1.74,5817.24,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,496.6000061035156,-1.9490728,3.782813,8.516576,-9.13092716217041,-5.52281307220459,10.671236810762625
42,42,500.0,267.85,263.15,69.52,-11.16,-1.97,5880.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,496.6000061035156,-1.9490728,3.782813,8.516576,-9.21092716217041,-5.75281307220459,10.85983597622619
43,43,499.0,267.85,263.05,68.97,-11.12,-2.0,5895.73,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,496.6000061035156,-1.9490728,3.782813,8.516576,-9.17092716217041,-5.78281307220459,10.841901680143355
44,44,490.0,267.85,253.85,32.37,-10.77,-2.25,6038.65,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,496.6000061035156,-1.9490728,3.782813,8.516576,-8.82092716217041,-6.03281307220459,10.686607954092743
45,45,479.0,266.25,259.25,57.44,-10.33,-2.55,6216.36,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,478.0,-1.6862451,4.6709375,9.376896,-8.643754916191101,-7.2209375381469725,11.263056333917445
46,46,471.0,265.65,256.65,48.54,-9.99,-2.74,6347.67,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,478.0,-1.6862451,4.6709375,9.376896,-8.303754916191101,-7.410937538146973,11.129885035456736
47,47,467.0,265.45,256.45,48.48,-9.82,-2.84,6414.05,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,459.70001220703125,-11.835614,0.25474194,5.6571584,2.015614204406738,-3.0947419369220732,3.6932544289759397
48,48,463.0,265.65,247.65,22.19,-9.65,-2.93,6480.98,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,459.70001220703125,-11.835614,0.25474194,5.6571584,2.185614204406738,-3.1847419369220735,3.8625756504299895
49,49,460.0,265.05,247.05,22.02,-9.52,-3.0,6531.5,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,459.70001220703125,-11.835614,0.25474194,5.6571584,2.3156142044067387,-3.2547419369220734,3.9944228894309
50,50,449.0,263.65,254.65,47.93,-9.03,-3.22,6718.95,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,441.8999938964844,0.42444086,7.8796244,12.664931,-9.45444086074829,-11.099624366760255,14.580401677339513
51,51,444.0,263.05,253.05,43.82,-8.8,-3.32,6805.36,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,441.8999938964844,0.42444086,7.8796244,12.664931,-9.224440860748292,-11.199624366760254,14.509372665624545
52,52,439.0,262.45,245.45,23.32,-8.57,-3.41,6892.53,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,441.8999938964844,0.42444086,7.8796244,12.664931,-8.994440860748291,-11.289624366760254,14.434527520499081
53,53,421.0,259.85,248.85,39.14,-7.72,-3.67,7212.77,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,424.5,2.6374526,5.1404357,12.373778,-10.357452602386473,-8.810435695648193,13.597816058390928
54,54,418.0,259.25,251.25,50.84,-7.58,-3.7,7267.14,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,424.5,2.6374526,5.1404357,12.373778,-10.217452602386475,-8.840435695648193,13.51109325594731
55,55,404.0,257.45,250.45,54.95,-6.89,-3.83,7524.99,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,407.5,-4.9869146,-0.8201968,2.7821152,-1.9030853652954098,-3.009803192615509,3.560989913757139
56,56,401.0,257.25,250.25,54.89,-6.74,-3.85,7581.19,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,407.5,-4.9869146,-0.8201968,2.7821152,-1.7530853652954104,-3.029803192615509,3.500430785488563
57,57,400.0,257.05,249.05,50.16,-6.69,-3.86,7600.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,407.5,-4.9869146,-0.8201968,2.7821152,-1.7030853652954105,-3.039803192615509,3.4843798890647446
58,58,397.0,256.85,245.85,38.15,-6.79,-3.62,7656.68,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,390.8999938964844,-8.406938,-14.860407,11.918801,1.6169375991821289,11.24040687561035,11.356109982248205
59,59,384.0,255.45,243.45,34.32,-7.15,-2.51,7906.52,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,390.8999938964844,-8.406938,-14.860407,11.918801,1.2569375991821286,12.350406875610352,12.414203241503708
60,60,381.0,255.05,238.05,21.07,-7.2,-2.25,7965.16,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,374.70001220703125,6.014523,-2.1746671,13.429531,-13.214523029327392,-0.0753328800201416,13.214737755076191
61,61,375.0,254.25,246.25,49.29,-7.29,-1.71,8083.57,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,374.70001220703125,6.014523,-2.1746671,13.429531,-13.304523029327392,0.46466711997985843,13.312634922144198
62,62,373.0,254.45,242.45,33.98,-7.31,-1.53,8123.41,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,374.70001220703125,6.014523,-2.1746671,13.429531,-13.324523029327391,0.6446671199798584,13.340109057075177
63,63,368.0,253.65,241.65,33.71,-7.34,-1.07,8223.85,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,374.70001220703125,6.014523,-2.1746671,13.429531,-13.354523029327392,1.1046671199798583,13.400133386903292
64,64,364.0,253.45,232.45,13.66,-7.35,-0.7,8305.01,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,359.0,2.1189637,1.978188,11.563378,-9.468963718414306,-2.6781880378723146,9.840425045029754
65,65,358.0,252.25,243.25,44.29,-7.32,-0.14,8428.1,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,359.0,2.1189637,1.978188,11.563378,-9.438963718414307,-2.1181880378723146,9.673714728134534
66,66,355.0,251.85,243.85,48.52,-7.29,0.14,8490.24,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,359.0,2.1189637,1.978188,11.563378,-9.408963718414306,-1.8381880378723143,9.586841686239199
67,67,351.0,251.05,236.05,24.36,-7.23,0.51,8573.7,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,343.6000061035156,-0.36394027,1.3404888,9.24862,-6.866059731245041,-0.8304887914657593,6.916103517572231
68,68,339.0,249.65,219.65,4.56,-6.94,1.62,8828.72,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,343.6000061035156,-0.36394027,1.3404888,9.24862,-6.576059731245041,0.27951120853424083,6.581997273214178
69,69,326.0,247.05,212.05,2.24,-6.42,2.77,9113.06,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,328.70001220703125,-2.696207,-3.036984,4.829711,-3.723792953491211,5.806983966827392,6.898383633247805
70,70,307.0,244.65,203.65,0.9,-5.26,4.26,9545.32,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,300.0,0.050957203,-7.4413123,12.145102,-5.310957202911377,11.701312313079834,12.85017417233673
71,71,300.0,243.05,203.05,0.96,-4.73,4.73,9710.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,300.0,0.050957203,-7.4413123,12.145102,-4.780957202911377,12.171312313079834,13.076635469362865
72,72,250.0,232.25,204.25,3.32,0.4,4.61,10980.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,247.39999389648438,9.172404,1.6601061,14.175058,-8.772404289245605,2.949893937110901,9.255104065010741
73,73,245.0,231.05,198.05,1.52,0.38,4.33,11116.25,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,247.39999389648438,9.172404,1.6601061,14.175058,-8.792404289245605,2.669893937110901,9.188835988359246
74,74,241.0,230.05,214.05,15.52,0.36,4.11,11226.74,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,235.1999969482422,6.732581,-3.9208894,12.90632,-6.3725811386108395,8.030889377593994,10.252071720551445
75,75,237.0,229.65,223.65,51.41,0.34,3.88,11338.75,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,235.1999969482422,6.732581,-3.9208894,12.90632,-6.39258113861084,7.800889377593994,10.085582218949082
76,76,232.0,228.45,223.75,59.21,0.31,3.58,11480.95,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,235.1999969482422,6.732581,-3.9208894,12.90632,-6.42258113861084,7.500889377593994,9.874861514823493
77,77,216.0,224.45,220.25,61.46,0.23,2.6,11952.1,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,212.0,5.275171,-1.5252967,6.044828,-5.045170803070068,4.125296688079834,6.5170408313001325
78,78,203.0,220.85,212.85,37.43,0.15,1.74,12354.49,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,201.0,12.795046,3.0025594,12.228171,-12.645045852661132,-1.2625594234466553,12.707920400822333
79,79,200.0,219.85,212.85,42.13,0.13,1.53,12450.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,201.0,12.795046,3.0025594,12.228171,-12.665045852661132,-1.4725594234466552,12.750365394983412
80,80,197.0,218.85,212.85,47.48,0.38,1.8,12547.43,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,201.0,12.795046,3.0025594,12.228171,-12.415045852661132,-1.2025594234466552,12.473151674320277
81,81,178.0,212.85,205.85,39.34,3.24,2.05,13190.82,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,180.0,15.94013,2.2118306,11.260655,-12.700130233764648,-0.16183061599731463,12.701161250171456
82,82,166.0,209.45,200.45,28.34,5.21,0.07,13623.94,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,170.10000610351562,9.438913,6.185919,7.0604672,-4.228913345336914,-6.115918807983398,7.435601586167303
83,83,152.0,204.85,197.85,35.99,5.4,-4.37,14160.33,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,151.3000030517578,4.435179,8.458484,9.461025,0.964820766448975,-12.828483695983888,12.864714262256104
84,84,150.0,204.45,196.45,30.71,5.1,-5.1,14240.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,151.3000030517578,4.435179,8.458484,9.461025,0.6648207664489743,-13.558483695983886,13.574773176217812
85,85,139.0,201.05,193.05,29.26,5.47,-3.92,14692.23,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,142.39999389648438,10.375681,1.7210429,5.5396485,-4.905680923461914,-5.64104287147522,7.475765512684272
86,86,132.0,199.65,190.65,24.3,5.58,-3.12,14995.42,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,133.8000030517578,9.263897,2.3533156,5.9237523,-3.683896942138672,-5.473315591812134,6.597596550856415
87,87,127.0,199.25,190.25,24.13,5.6,-2.55,15220.97,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,125.5999984741211,6.4590745,3.201668,8.247329,-0.8590744972229007,-5.75166802406311,5.815470234710932
88,88,123.0,199.85,189.85,20.64,5.57,-2.09,15408.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,125.5999984741211,6.4590745,3.201668,8.247329,-0.8890744972229001,-5.29166802406311,5.365836741693148
89,89,113.0,196.85,187.85,23.13,5.32,-0.95,15900.58,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,110.19999694824219,6.0217524,-5.3041754,5.992366,-0.7017523574829099,4.35417537689209,4.410362749702817
90,90,111.0,199.45,188.45,17.29,5.24,-0.72,16004.2,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,110.19999694824219,6.0217524,-5.3041754,5.992366,-0.7817523574829099,4.58417537689209,4.650354893396183
91,91,109.0,199.45,188.45,17.29,5.15,-0.51,16110.41,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,110.19999694824219,6.0217524,-5.3041754,5.992366,-0.8717523574829098,4.79417537689209,4.87278870023885
92,92,100.0,196.45,186.45,19.3,4.61,0.4,16610.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,103.0,2.4214008,-1.9880418,5.519066,2.1885992145538333,2.3880417585372924,3.239245276675346
93,93,88.8,193.25,183.25,18.05,3.16,2.65,17289.99,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,103.0,2.4214008,-1.9880418,5.519066,0.7385992145538331,4.638041758537293,4.696483807453747
94,94,70.0,201.65,185.65,7.69,-7.14,-4.12,18670.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,103.0,2.4214008,-1.9880418,5.519066,-9.561400785446168,-2.1319582414627076,9.796204924524158
95,95,50.0,208.65,178.65,0.79,-21.03,-1.84,20690.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,103.0,2.4214008,-1.9880418,5.519066,-23.451400785446168,0.1480417585372924,23.451868052713753
96,96,30.0,216.25,184.25,0.85,-7.97,-11.39,23860.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,103.0,2.4214008,-1.9880418,5.519066,-10.391400785446166,-9.401958241462708,14.013494534126016
97,97,20.0,223.85,189.85,0.91,-16.44,5.99,26490.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,103.0,2.4214008,-1.9880418,5.519066,-18.86140078544617,7.978041758537293,20.479296616099738
98,98,10.0,230.85,194.85,0.95,-6.16,0.54,31130.0,2020-07-07 12:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 10:36:48,103.0,2.4214008,-1.9880418,5.519066,-8.581400785446167,2.5280417585372925,8.9460289834856
0,0,1011.0,302.15,299.75,86.91,0.27,3.08,4.0,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,878.5999755859375,-23.370207,-5.6635795,19.45531,23.64020683288574,8.74357946395874,25.205347863978762
1,1,1009.0,301.95,297.15,75.31,-0.4,3.35,21.24,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,878.5999755859375,-23.370207,-5.6635795,19.45531,22.970206832885744,9.01357946395874,24.675392939093182
2,2,1000.0,301.15,296.25,74.73,-4.01,2.32,99.0,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,878.5999755859375,-23.370207,-5.6635795,19.45531,19.360206832885744,7.9835794639587405,20.94170837514121
3,3,989.0,299.75,293.75,69.63,-4.45,2.28,197.23,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,878.5999755859375,-23.370207,-5.6635795,19.45531,18.920206832885743,7.94357946395874,20.52010431989573
4,4,943.0,296.35,293.25,82.72,-6.35,1.69,616.58,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,878.5999755859375,-23.370207,-5.6635795,19.45531,17.02020683288574,7.35357946395874,18.54083524458826
5,5,925.0,295.55,291.05,75.69,-7.1,1.25,785.0,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,878.5999755859375,-23.370207,-5.6635795,19.45531,16.27020683288574,6.91357946395874,17.67815633456594
6,6,886.0,293.35,288.55,73.9,-6.58,1.16,1159.39,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,878.5999755859375,-23.370207,-5.6635795,19.45531,16.790206832885744,6.82357946395874,18.123804296892047
7,7,850.0,291.15,287.25,77.95,-6.09,1.07,1517.0,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,852.7999877929688,-15.285809,-3.9715407,11.630424,9.195808563232422,5.041540689468384,10.487136294298082
8,8,780.0,286.95,284.65,86.0,-6.28,2.14,2249.48,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,777.7999877929688,-14.783708,-3.8590708,12.040425,8.503707618713378,5.999070777893067,10.406819565205042
9,9,769.0,286.75,284.15,84.28,-6.29,2.33,2369.56,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,777.7999877929688,-14.783708,-3.8590708,12.040425,8.49370761871338,6.1890707778930665,10.509408461276951
10,10,762.0,286.95,281.95,71.79,-6.3,2.45,2446.84,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,753.5999755859375,-4.2477775,0.96498716,2.6083486,-2.0522225379943846,1.4850128412246706,2.5331562296973082
11,11,756.0,286.55,282.35,75.7,-6.3,2.56,2513.6,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,753.5999755859375,-4.2477775,0.96498716,2.6083486,-2.0522225379943846,1.5950128412246705,2.59916973457366
12,12,750.0,286.95,279.95,62.65,-6.3,2.66,2580.87,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,753.5999755859375,-4.2477775,0.96498716,2.6083486,-2.0522225379943846,1.6950128412246706,2.6617073237620708
13,13,723.0,284.95,280.95,76.47,-6.29,3.16,2889.5,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,729.9000244140625,-1.9898825,3.1546242,3.0969129,-4.300117530822754,0.005375776290893697,4.3001208910750295
14,14,717.0,284.55,279.75,72.33,-6.28,3.27,2959.36,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,706.5999755859375,-4.4054313,4.891993,1.5871578,-1.874568729400635,-1.6219930458068847,2.4788847012099224
15,15,710.0,284.55,276.55,57.87,-6.27,3.41,3041.49,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,706.5999755859375,-4.4054313,4.891993,1.5871578,-1.8645687294006343,-1.4819930458068846,2.3817892296504035
16,16,700.0,283.75,275.75,57.67,-6.24,3.61,3160.0,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,706.5999755859375,-4.4054313,4.891993,1.5871578,-1.834568729400635,-1.281993045806885,2.2381127300455343
17,17,693.0,283.35,275.35,57.57,-6.33,3.42,3243.65,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,683.7000122070312,-2.008711,6.394565,4.2860847,-4.321288900375366,-2.9745651054382325,5.246100964239833
18,18,683.0,282.35,276.35,66.09,-6.45,3.14,3364.35,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,683.7000122070312,-2.008711,6.394565,4.2860847,-4.441288900375366,-3.2545651054382323,5.506109436084031
19,19,673.0,281.95,273.95,57.21,-6.55,2.86,3486.5,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,683.7000122070312,-2.008711,6.394565,4.2860847,-4.541288900375366,-3.5345651054382325,5.754689857955343
20,20,664.0,281.15,273.15,57.0,-6.64,2.6,3597.72,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,661.2000122070312,0.83346945,6.702301,7.2372885,-7.473469450473785,-4.102301025390625,8.525351566362874
21,21,658.0,280.35,276.95,78.98,-6.69,2.42,3672.54,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,661.2000122070312,0.83346945,6.702301,7.2372885,-7.523469450473786,-4.282301025390625,8.656829364396293
22,22,653.0,279.95,276.95,81.18,-6.73,2.27,3735.3,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,661.2000122070312,0.83346945,6.702301,7.2372885,-7.563469450473786,-4.432301025390625,8.76649088905755
23,23,630.0,278.55,273.55,70.16,-6.87,1.56,4029.3,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,639.0999755859375,0.13611375,2.565891,5.4663258,-7.006113747954369,-1.0058910274505615,7.077954973605071
24,24,625.0,278.55,270.55,56.32,-6.89,1.4,4094.42,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,617.5,-0.13293651,4.7815742,7.3630075,-6.7570634925365445,-3.381574249267578,7.555987787541729
25,25,609.0,277.15,269.15,55.95,-6.94,0.88,4305.71,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,617.5,-0.13293651,4.7815742,7.3630075,-6.807063492536545,-3.9015742492675782,7.845915817415562
26,26,598.0,276.15,264.15,40.93,-6.95,0.52,4453.5,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,596.2999877929688,-4.0511355,1.0617805,2.083215,-2.8988644599914553,-0.5417804527282715,2.9490576827793658
27,27,592.0,275.75,266.75,51.5,-6.94,0.32,4535.04,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,596.2999877929688,-4.0511355,1.0617805,2.083215,-2.8888644599914555,-0.7417804527282714,2.982578768155417
28,28,585.0,275.35,263.35,40.69,-6.93,0.08,4631.07,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,575.5,-0.680005,1.4673002,5.44327,-6.249994986057281,-1.3873001766204833,6.40211208163309
29,29,573.0,274.35,261.35,37.29,-6.89,-0.33,4797.92,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,575.5,-0.680005,1.4673002,5.44327,-6.209994986057281,-1.7973001766204835,6.464853103647181
30,30,570.0,274.15,262.15,40.32,-6.88,-0.43,4840.08,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,575.5,-0.680005,1.4673002,5.44327,-6.199994986057281,-1.8973001766204833,6.483801800436188
31,31,566.0,273.55,267.55,64.09,-6.86,-0.57,4896.59,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,575.5,-0.680005,1.4673002,5.44327,-6.179994986057282,-2.0373001766204832,6.50714453791761
32,32,561.0,273.35,263.35,46.98,-6.83,-0.74,4967.7,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,555.2000122070312,-1.2873358,-0.32255578,6.1385484,-5.542664246559143,-0.4174442195892334,5.558361865383856
33,33,553.0,272.45,258.45,33.81,-6.77,-1.02,5082.49,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,555.2000122070312,-1.2873358,-0.32255578,6.1385484,-5.482664246559143,-0.6974442195892334,5.526846811694383
34,34,538.0,271.25,257.25,33.44,-6.63,-1.53,5301.34,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,535.2000122070312,-1.5258895,1.3111892,6.5308657,-5.10411048412323,-2.8411891746521,5.841600787480855
35,35,520.0,270.45,250.45,19.82,-6.4,-2.15,5571.09,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,515.7000122070312,-2.3300478,1.8114307,6.8178787,-4.069952154159546,-3.9614306926727294,5.679563686586978
36,36,507.0,268.85,249.85,21.18,-6.19,-2.59,5770.83,2020-07-07 00:00:00,7.07,171.29,7.5,171.5,2020-07-07 01:23:12,0 days 01:23:12,515.7000122070312,-2.3300478,1.8114307,6.8178787,-3.8599521541595463,-4.401430692672729,5.854214103942771
